CHROM,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
OTAU011747-RA,39.06718987,0.356535786,0.207330564,1.719648949,0.085496273,0.424791806
OTAU012258-RA,151.2884668,0.274008238,0.15928972,1.720187829,0.085398305,0.424791806
OTAU012342-RA,445.9892781,0.144395056,0.083967894,1.719646033,0.085496803,0.424791806
OTAU014600-RA,591.8800511,-0.448845412,0.26069026,-1.721757505,0.085113456,0.424791806
OTAU016266-RA,231.7997229,0.41554808,0.2413412,1.721828185,0.085100647,0.424791806
OTAU017239-RA,8.795709991,-0.275284213,0.160118856,-1.719249188,0.085569008,0.424791806
OTAU008575-RA,118.1132305,0.309598828,0.180200541,1.718079348,0.085782143,0.424820479
OTAU016345-RA,1.15857204,-0.452476733,0.263449862,-1.717506056,0.085886749,0.425198698
OTAU011056-RA,399.5836406,-0.185275179,0.107897131,-1.717146481,0.085952411,0.425383935
OTAU017127-RA,51.86627385,-0.464999159,0.270882083,-1.716610984,0.086050274,0.425728361
OTAU013066-RA,94.07364703,-0.229699805,0.133852126,-1.7160714,0.086148975,0.426076704
OTAU001307-RA,2205.873623,0.120243794,0.070110603,1.71505862,0.08633448,0.426455141
OTAU013716-RA,1351.635207,-0.085114922,0.049626812,-1.715099546,0.086326978,0.426455141
OTAU013931-RA,2.807720024,-0.44020424,0.256664924,-1.715093099,0.086328159,0.426455141
OTAU015379-RA,238.3061906,-0.461780622,0.2692543,-1.715035274,0.08633876,0.426455141
OTAU014230-RA,1.836209244,0.463228618,0.270199347,1.714395771,0.086456065,0.426883638
OTAU014433-RA,19.1190027,-0.420083391,0.245053268,-1.714253369,0.086482203,0.426883638
OTAU011283-RA,8.454005602,-0.456386661,0.266315441,-1.713707096,0.086582533,0.427098902
OTAU012034-RA,175.7227187,0.136704713,0.079766701,1.713806788,0.086564216,0.427098902
OTAU000146-RA,78.19495893,-0.195047654,0.113839081,-1.713362859,0.086645805,0.427131201
OTAU000977-RA,221.0381715,-0.291362574,0.17004626,-1.713431243,0.086633233,0.427131201
OTAU000252-RA,1773.377393,-0.121850281,0.071136678,-1.712903738,0.086730251,0.427407583
OTAU008178-RA,261.1864446,-0.16684604,0.097427583,-1.712513389,0.086802099,0.427481889
OTAU014228-RA,1.673515558,0.464056837,0.27096187,1.712627821,0.086781032,0.427481889
OTAU007557-RA,38.41854525,0.398614305,0.232901087,1.711517582,0.086985608,0.427961911
OTAU009729-RA,15124.94353,0.099867571,0.058343127,1.711728127,0.086946783,0.427961911
OTAU011349-RA,427.2744275,0.215314453,0.125814249,1.711367794,0.087013239,0.427961911
OTAU017468-RA,2.847676951,-0.42048644,0.245696527,-1.711405711,0.087006244,0.427961911
OTAU001381-RA,454.3065185,-0.122879655,0.071821375,-1.71090648,0.087098378,0.428174478
OTAU010038-RA,42.57060564,-0.20644416,0.120674695,-1.710749387,0.087127386,0.428174478
OTAU010264-RA,112.4319567,0.132643302,0.077557442,1.71025885,0.087218018,0.428174478
OTAU012761-RA,2.983384561,-0.432391307,0.252775471,-1.710574624,0.087159667,0.428174478
OTAU013028-RA,10.79318152,0.418002686,0.244415998,1.710210011,0.087227045,0.428174478
OTAU015429-RA,766.5293304,0.325059399,0.190044659,1.710436904,0.087185112,0.428174478
OTAU010588-RA,8.957879867,-0.400139274,0.234115221,-1.709155312,0.087422184,0.428890211
OTAU011107-RA,388.2054302,0.127818739,0.074786544,1.70911413,0.087429811,0.428890211
OTAU015378-RA,3087.944388,-0.352816503,0.206454174,-1.708933737,0.087463224,0.428914412
OTAU006902-RA,1.70109208,-0.462953467,0.27095652,-1.708589506,0.087527014,0.428947878
OTAU008110-RA,345.7110794,-0.133105574,0.077901041,-1.708649496,0.087515894,0.428947878
OTAU003167-RA,142.5020487,0.232112544,0.135909894,1.707841409,0.087665773,0.42922219
OTAU003944-RA,220.1047307,0.256803951,0.150382371,1.707673238,0.087696991,0.42922219
OTAU010834-RA,502.3123701,-0.194723603,0.114008888,-1.707968621,0.087642165,0.42922219
OTAU012194-RA,1370.624714,-0.092815527,0.05434861,-1.707781063,0.087676974,0.42922219
OTAU007443-RA,77.96101338,0.210879623,0.123514561,1.707326011,0.087761474,0.429382131
OTAU010125-RA,140.3909901,-0.300003157,0.175729186,-1.707190276,0.087786692,0.429382131
OTAU009115-RA,149.2378477,-0.336150004,0.196927812,-1.706970697,0.087827499,0.429442252
OTAU002427-RA,23.0447738,0.447827058,0.262472981,1.706183453,0.087973928,0.42962759
OTAU003704-RA,190.237722,-0.185523949,0.108718831,-1.706456443,0.087923129,0.42962759
OTAU009922-RA,75.07770687,0.460186909,0.269696228,1.706315704,0.087949316,0.42962759
OTAU011143-RA,71.22300485,-0.232697751,0.136387352,-1.706153443,0.087979514,0.42962759
OTAU013296-RA,189.4599269,0.104352587,0.061168468,1.705986599,0.088010575,0.429639953
OTAU013654-RA,573.1742475,0.402646782,0.236059584,1.705699784,0.08806399,0.429761403
OTAU002855-RA,3580.59414,0.237890011,0.139493971,1.705378442,0.088123866,0.429914295
OTAU007139-RA,1267.189875,0.124283129,0.072898513,1.704878795,0.088217032,0.430229436
OTAU000500-RA,201.889103,0.429813828,0.252215076,1.70415597,0.088351953,0.430427094
OTAU011204-RA,2.001111627,-0.448466419,0.26317691,-1.704049263,0.088371884,0.430427094
OTAU016328-RA,276.6205769,0.229175327,0.13446754,1.704317091,0.088321864,0.430427094
OTAU017228-RA,19.72741741,0.405601177,0.238003045,1.704184823,0.088346564,0.430427094
OTAU006624-RA,515.6000119,0.171937149,0.100912289,1.703827668,0.088413287,0.430489527
OTAU008504-RA,480.6073982,-0.104102378,0.061114106,-1.703409972,0.088491373,0.430565518
OTAU010272-RA,170.8010385,-0.175632988,0.103114243,-1.703285439,0.088514664,0.430565518
OTAU016194-RA,1022.303829,0.149471209,0.087740878,1.703552693,0.088464686,0.430565518
OTAU011743-RA,21.00626432,-0.45674634,0.268338972,-1.702124506,0.088732031,0.431483496
OTAU016377-RA,4.395928693,-0.457714893,0.268949932,-1.701859114,0.088781782,0.431586067
OTAU001200-RA,725.6605012,0.079677413,0.046844721,1.700883522,0.088964861,0.432065165
OTAU002944-RA,184.5364387,-0.198215397,0.116534711,-1.700912942,0.088959336,0.432065165
OTAU015315-RA,5.261568416,-0.39732939,0.233602893,-1.700875298,0.088966406,0.432065165
OTAU000452-RA,763.2394926,0.269771467,0.158657952,1.700333725,0.08906817,0.432279044
OTAU004984-RA,901.9811781,0.094838085,0.055788619,1.699953973,0.089139583,0.432279044
OTAU008968-RA,990.3160991,0.09890539,0.058171908,1.700225993,0.089088425,0.432279044
OTAU012947-RA,534.1808992,-0.161293314,0.094885256,-1.699877527,0.089153965,0.432279044
OTAU016908-RA,14.92535312,-0.330847868,0.194620682,-1.699962537,0.089137973,0.432279044
OTAU014837-RA,3.194865817,-0.458068088,0.269567335,-1.69927149,0.089268042,0.432692858
OTAU003182-RA,158.6387475,-0.10545374,0.062069488,-1.69896262,0.089326227,0.432835578
OTAU013277-RA,10793.31392,-0.456502354,0.268772189,-1.69847318,0.08941849,0.433143283
OTAU008430-RA,622.2012318,0.064407185,0.037935427,1.697810987,0.089543442,0.433586241
OTAU015949-RA,97.96529714,-0.116389058,0.068557572,-1.697683486,0.089567516,0.433586241
OTAU009841-RA,1387.514479,0.096360163,0.056765058,1.697525998,0.08959726,0.433590854
OTAU012522-RA,16.6230356,-0.459936041,0.271008484,-1.697127829,0.089672496,0.433815544
OTAU004480-RA,53.51742839,-0.183223648,0.107986146,-1.69673291,0.089747168,0.433898025
OTAU008967-RA,0.808129378,0.441250528,0.260047712,1.696806038,0.089733337,0.433898025
OTAU003115-RA,45.77686138,0.35455926,0.209084329,1.695771565,0.08992915,0.434172812
OTAU006119-RA,12.50333152,0.455064479,0.268289656,1.696168561,0.089853963,0.434172812
OTAU016070-RA,817.8669791,0.16048165,0.094641958,1.695671271,0.089948152,0.434172812
OTAU016537-RA,306.6484891,-0.161027099,0.094949539,-1.695922904,0.089900481,0.434172812
OTAU017110-RA,100.4776348,0.378522672,0.223175815,1.696073884,0.089871889,0.434172812
OTAU000787-RA,32.01858415,0.227852342,0.134439956,1.694826067,0.090108421,0.434376499
OTAU002590-RA,934.8462933,-0.304821084,0.179912214,-1.694276771,0.090212703,0.434376499
OTAU002776-RA,141.7395171,0.286166964,0.168867221,1.694627066,0.090146189,0.434376499
OTAU003996-RA,470.6130264,-0.168429313,0.099447222,-1.69365529,0.090330805,0.434376499
OTAU008811-RA,975.7101875,0.092075545,0.054350434,1.694108731,0.090244624,0.434376499
OTAU010552-RA,185.6182643,-0.121110997,0.071509904,-1.693625511,0.090336467,0.434376499
OTAU011331-RA,7.809272304,-0.402383733,0.237474857,-1.694426675,0.090184234,0.434376499
OTAU011603-RA,2.433343547,0.419162046,0.247477146,1.693740422,0.09031462,0.434376499
OTAU012282-RA,470.5402045,0.164272548,0.096963277,1.694172806,0.090232451,0.434376499
OTAU012481-RA,724.5322531,0.194642051,0.114916172,1.693774229,0.090308193,0.434376499
OTAU012936-RA,201.7327242,-0.156823537,0.092539434,-1.694667141,0.090138583,0.434376499
OTAU013016-RA,107.9336539,0.200612308,0.1184054,1.694283439,0.090211436,0.434376499
OTAU007162-RA,11.91531126,-0.263848808,0.155849425,-1.69297261,0.090460681,0.434834936
OTAU000460-RA,6.625612551,-0.457899491,0.27054779,-1.692490225,0.090552542,0.434979995
OTAU012470-RA,226.4210022,-0.133856417,0.079108734,-1.69205612,0.090635274,0.434979995
OTAU015052-RA,192.1361962,-0.144799033,0.085574687,-1.692077852,0.090631131,0.434979995
OTAU015405-RA,356.9615338,0.135836406,0.080274065,1.692158057,0.090615841,0.434979995
OTAU016344-RA,0.812675082,0.447668033,0.264489833,1.692571802,0.090537002,0.434979995
OTAU005159-RA,3218.226659,0.189277074,0.111894075,1.691573695,0.090727286,0.435282867
OTAU000349-RA,2287.125289,-0.079167737,0.046814077,-1.691109633,0.090815866,0.435330004
OTAU002917-RA,847.8766115,-0.196082493,0.116021192,-1.690057558,0.091016944,0.435330004
OTAU004165-RA,544.806959,-0.14563555,0.086182111,-1.68985823,0.09105508,0.435330004
OTAU004197-RA,767.8207725,0.090853244,0.053729188,1.690947632,0.090846805,0.435330004
OTAU004794-RA,11.97117729,-0.361991348,0.214126405,-1.690549785,0.090922822,0.435330004
OTAU005158-RA,3931.441036,0.293093462,0.173434751,1.689935031,0.091040385,0.435330004
OTAU009194-RA,57.47498933,0.316689687,0.187378951,1.690102791,0.091008291,0.435330004
OTAU011616-RA,157.1253549,-0.128967607,0.076300123,-1.690267348,0.090976819,0.435330004
OTAU013003-RA,2.069683982,-0.4289631,0.253678921,-1.690968637,0.090842793,0.435330004
OTAU013629-RA,3015.174001,-0.227870378,0.134776735,-1.690724875,0.090889361,0.435330004
OTAU014640-RA,1.123323969,-0.453499648,0.268257215,-1.690540353,0.090924625,0.435330004
OTAU000536-RA,1325.568456,0.204323914,0.12094284,1.689425473,0.091137923,0.435449593
OTAU010874-RA,445.5270889,0.095347965,0.056433597,1.689560294,0.091112108,0.435449593
OTAU000548-RA,802.7947179,-0.147371396,0.087273156,-1.688622274,0.091291839,0.435649121
OTAU001781-RA,230.0512647,0.332497326,0.196883644,1.68880116,0.091257541,0.435649121
OTAU010230-RA,270.9398652,-0.171442486,0.101502588,-1.689045471,0.091210716,0.435649121
OTAU013254-RA,106.5025261,-0.254956505,0.150986581,-1.68860374,0.091295394,0.435649121
OTAU007413-RA,535.7423569,0.092895293,0.055018401,1.688440431,0.091326715,0.43566054
OTAU000778-RA,4850.485486,-0.189774923,0.112417874,-1.688120553,0.09138809,0.435732112
OTAU007677-RA,11.31424009,0.386304,0.228855921,1.687979047,0.091415251,0.435732112
OTAU016606-RA,64.58459097,-0.216892232,0.128497514,-1.687909944,0.091428517,0.435732112
OTAU002006-RA,711.9756151,0.094974962,0.056291466,1.687199995,0.091564902,0.436106082
OTAU011035-RA,78.70921856,-0.154582134,0.091616429,-1.687275257,0.091550436,0.436106082
OTAU000889-RA,277.909889,-0.116157122,0.068870131,-1.686611037,0.091678168,0.436507497
OTAU003637-RA,3.957927375,0.43803143,0.259786023,1.686123927,0.091771932,0.436547749
OTAU005991-RA,92.23025462,-0.223227453,0.132391567,-1.686115351,0.091773584,0.436547749
OTAU008152-RA,289.0855145,0.110572166,0.065570026,1.686321821,0.09173383,0.436547749
OTAU004449-RA,862.8199607,0.293464362,0.174093644,1.685669589,0.091859457,0.436680376
OTAU004730-RA,31.19138229,-0.363745465,0.215772221,-1.685784499,0.091837315,0.436680376
OTAU017214-RA,1.027611825,0.447774948,0.265713161,1.68518167,0.091953527,0.436989621
OTAU013944-RA,226.9040484,-0.105184879,0.062431457,-1.68480578,0.092026049,0.437026854
OTAU016240-RA,1223.675378,0.257749302,0.152995102,1.684689889,0.092048418,0.437026854
OTAU016578-RA,7.07696869,0.45587722,0.270585084,1.684783262,0.092030395,0.437026854
OTAU000747-RA,290.8686825,0.114012792,0.067711534,1.683801647,0.092220009,0.43715245
OTAU003526-RA,47.21192513,-0.22030122,0.130832814,-1.683837663,0.092213046,0.43715245
OTAU004071-RA,2.096805885,0.439432385,0.260923111,1.684145121,0.092153626,0.43715245
OTAU010312-RA,2780.239024,0.164688651,0.09777498,1.684363937,0.092111356,0.43715245
OTAU011900-RA,311.4687605,0.203883474,0.121074419,1.683951699,0.092191004,0.43715245
OTAU008107-RA,1814.863817,0.121871766,0.072389411,1.683557918,0.092267137,0.437238228
OTAU001707-RA,185.7162803,-0.132301832,0.078597337,-1.683286442,0.092319654,0.437349476
OTAU005437-RA,33054.18642,-0.354593587,0.210695007,-1.682971005,0.092380704,0.437363537
OTAU006803-RA,307.9264385,0.263419802,0.156518723,1.682992275,0.092376587,0.437363537
OTAU002823-RA,1804.530342,-0.092128949,0.054763818,-1.682295937,0.092511469,0.437442223
OTAU012066-RA,1.581542758,-0.380945068,0.226444971,-1.682285397,0.092513511,0.437442223
OTAU014148-RA,266.141139,-0.216947692,0.128956056,-1.682338153,0.092503287,0.437442223
OTAU014283-RA,12.14324586,-0.456133811,0.271067645,-1.682730566,0.092427262,0.437442223
OTAU006802-RA,6260.671024,-0.208168305,0.123764504,-1.681970992,0.092574465,0.437460234
OTAU013366-RA,256.6829002,0.314229615,0.186839438,1.681816316,0.092604464,0.437460234
OTAU014090-RA,116.9178051,-0.18328195,0.10897216,-1.681915359,0.092585254,0.437460234
OTAU003244-RA,1.598017744,0.454897636,0.270588787,1.681140012,0.092735722,0.43752544
OTAU005249-RA,24508.11224,-0.45568376,0.271069953,-1.681055959,0.092752046,0.43752544
OTAU006716-RA,41.31914044,-0.355090438,0.211238016,-1.680996842,0.092763528,0.43752544
OTAU008129-RA,119.8081337,-0.445566245,0.265027835,-1.681205464,0.092723013,0.43752544
OTAU009132-RA,468.1364724,-0.117338287,0.069801529,-1.681027469,0.092757579,0.43752544
OTAU007842-RA,618.6676993,0.137274279,0.081687988,1.680470808,0.092865749,0.43787044
OTAU004663-RA,64.57106394,-0.412026612,0.245361459,-1.679263782,0.093100646,0.438098882
OTAU006728-RA,4.84648654,-0.451039285,0.268523279,-1.67970273,0.093015168,0.438098882
OTAU007773-RA,109.5307607,0.259695705,0.154645478,1.679297121,0.093094152,0.438098882
OTAU010367-RA,264.1690849,-0.19772222,0.11774958,-1.679175578,0.09311783,0.438098882
OTAU011301-RA,6903.90503,0.417624878,0.248617423,1.679789264,0.092998325,0.438098882
OTAU011803-RA,752.9758259,-0.098002034,0.058334509,-1.680001013,0.092957119,0.438098882
OTAU012771-RA,93.79201303,0.333170768,0.198385262,1.679412903,0.0930716,0.438098882
OTAU006739-RA,283.3884437,0.080441909,0.047910927,1.678988782,0.09315423,0.438133262
OTAU013532-RA,3.367900491,-0.431823444,0.257251356,-1.678605119,0.093229028,0.438348163
OTAU005575-RA,125.1642274,-0.19584687,0.116726823,-1.677822325,0.09338179,0.438929386
OTAU004283-RA,6.995117571,0.31874658,0.190032504,1.677326633,0.093478627,0.439075727
OTAU004322-RA,17574.71078,-0.19809619,0.118090583,-1.677493542,0.093446011,0.439075727
OTAU007254-RA,135.5717191,-0.212226516,0.126535047,-1.677215297,0.093500389,0.439075727
OTAU004092-RA,883.2767173,-0.146669495,0.087474079,-1.676719511,0.093597343,0.439208335
OTAU011634-RA,10.56292174,0.374326306,0.223261988,1.676623547,0.093616119,0.439208335
OTAU013688-RA,4.855332858,0.430633639,0.256837932,1.676674606,0.093606129,0.439208335
OTAU000481-RA,64.3936792,0.147685485,0.088136534,1.675644339,0.093807878,0.439970928
OTAU000694-RA,254.2140565,-0.390896798,0.233341351,-1.675214429,0.093892167,0.440092139
OTAU011408-RA,2.767680298,0.451604346,0.269579875,1.675215356,0.093891986,0.440092139
OTAU006856-RA,854.7830419,0.097540833,0.058249438,1.674536886,0.094025131,0.440546289
OTAU008984-RA,408.1890777,-0.122829854,0.073356541,-1.67442265,0.094047564,0.440546289
OTAU004865-RA,61.55993459,-0.442285874,0.264173451,-1.674225296,0.09408633,0.440590835
OTAU006122-RA,835.260472,-0.238496013,0.142475729,-1.673941339,0.094142129,0.440615346
OTAU015848-RA,26759.2487,0.42335705,0.252938926,1.673752069,0.094179336,0.440615346
OTAU016579-RA,9.922718201,-0.443017314,0.264661843,-1.673899451,0.094150362,0.440615346
OTAU014050-RA,509.8208427,0.416978935,0.249199154,1.673275887,0.094272997,0.440916564
OTAU006979-RA,6.576731153,-0.431261775,0.257940015,-1.671945995,0.094534972,0.442004556
OTAU000177-RA,7.54108544,-0.433386941,0.259317735,-1.671258395,0.09467065,0.44210608
OTAU006620-RA,3806.144386,-0.119304928,0.071393689,-1.671085073,0.094704875,0.44210608
OTAU007205-RA,731.6626761,0.352960063,0.21123398,1.670943576,0.094732823,0.44210608
OTAU012527-RA,1043.152767,0.086594925,0.051802383,1.671639812,0.094595369,0.44210608
OTAU013079-RA,2401.633649,-0.082387758,0.049305,-1.670981812,0.09472527,0.44210608
OTAU017164-RA,34.07394411,-0.272344139,0.162980482,-1.671023033,0.094717128,0.44210608
OTAU005812-RA,913.7133734,0.152241322,0.091127159,1.670647069,0.09479141,0.44224245
OTAU008095-RA,1173.333253,0.123454232,0.073919915,1.670107877,0.094898022,0.442602729
OTAU005816-RA,770.3995427,0.087093537,0.052163254,1.669633898,0.094991819,0.442903034
OTAU003530-RA,31.39936987,0.231651042,0.138855211,1.668292031,0.095257769,0.442912165
OTAU004787-RA,22.21153938,0.211744775,0.126865953,1.669043356,0.095108788,0.442912165
OTAU005274-RA,852.0923103,0.10467649,0.062755985,1.667992145,0.095317286,0.442912165
OTAU005356-RA,14.57919909,-0.295946678,0.17741233,-1.668129146,0.095290092,0.442912165
OTAU008340-RA,162.9404559,0.092375626,0.055378331,1.668082507,0.095299349,0.442912165
OTAU009457-RA,1.215716293,-0.386031927,0.231331998,-1.668735542,0.095169802,0.442912165
OTAU012896-RA,465.3818729,-0.074792767,0.044831754,-1.668298927,0.095256401,0.442912165
OTAU013671-RA,30193.09691,0.211734557,0.126832053,1.669408889,0.095036373,0.442912165
OTAU013679-RA,46.56061197,0.16923596,0.101395909,1.669061033,0.095105285,0.442912165
OTAU016863-RA,645.9380352,-0.307217003,0.184157874,-1.66822627,0.095270818,0.442912165
OTAU017165-RA,112.4134826,-0.217872067,0.13056193,-1.668725846,0.095171724,0.442912165
OTAU010992-RA,611.8113422,0.237220559,0.142240462,1.667743173,0.095366721,0.443005188
OTAU004924-RA,299.6059512,-0.167448898,0.100424761,-1.667406493,0.095433604,0.443042562
OTAU014770-RA,1.355235726,-0.333343704,0.199910593,-1.667463934,0.09542219,0.443042562
OTAU004705-RA,50.80925055,-0.183176346,0.10988984,-1.666908839,0.095532533,0.443228573
OTAU014032-RA,1.445113396,0.36228677,0.21732857,1.667000203,0.095514364,0.443228573
OTAU003955-RA,192.9394032,-0.113880224,0.068332198,-1.666567557,0.095600424,0.44331497
OTAU016434-RA,0.993974888,-0.450055142,0.270056964,-1.666519297,0.095610028,0.44331497
OTAU011189-RA,3043.647915,0.126352733,0.075827768,1.666312184,0.095651251,0.443369604
OTAU017226-RA,1260.116581,0.090509941,0.054326686,1.666030959,0.095707248,0.443492664
OTAU012276-RA,930.3787701,-0.100523203,0.060349417,-1.665686389,0.095775894,0.443553498
OTAU016723-RA,25.58317606,-0.39808417,0.238993507,-1.665669394,0.095779281,0.443553498
OTAU002790-RA,9.28903328,-0.332134905,0.199441552,-1.665324507,0.095848032,0.443735432
OTAU005980-RA,25.37167279,-0.247772807,0.148826974,-1.664838039,0.095945073,0.443798665
OTAU008120-RA,134.0915447,-0.202850056,0.121825599,-1.665085645,0.09589567,0.443798665
OTAU009982-RA,2.230580648,-0.417385937,0.250742115,-1.664602438,0.095992099,0.443798665
OTAU010325-RA,29.15580172,-0.20311552,0.122037476,-1.664370044,0.096038503,0.443798665
OTAU012206-RA,4.623871197,0.430226077,0.258487972,1.664394958,0.096033527,0.443798665
OTAU012918-RA,1910.271249,0.083125688,0.049931237,1.664803291,0.095952007,0.443798665
