CHROM,pvalue
OTAU009750-RA,0.501392774
OTAU009998-RA,0.501517764
OTAU010280-RA,0.501444871
OTAU011470-RA,0.501486795
OTAU012415-RA,0.502219268
OTAU012722-RA,0.501778293
OTAU013231-RA,0.50136773
OTAU015430-RA,0.502145026
OTAU015514-RA,0.501735719
OTAU016293-RA,0.501842911
OTAU016409-RA,0.502224337
OTAU017033-RA,0.502107429
OTAU000006-RA,0.502892255
OTAU000216-RA,0.502791554
OTAU001738-RA,0.502665697
OTAU004448-RA,0.502678379
OTAU005848-RA,0.502944752
OTAU005891-RA,0.50261795
OTAU007593-RA,0.50270624
OTAU009199-RA,0.50289981
OTAU015242-RA,0.502770639
OTAU007482-RA,0.503020912
OTAU004640-RA,0.503500815
OTAU000566-RA,0.503659416
OTAU015767-RA,0.503652429
OTAU011479-RA,0.50373891
OTAU000354-RA,0.503930973
OTAU008309-RA,0.503891258
OTAU009092-RA,0.504143008
OTAU000074-RA,0.504309633
OTAU005711-RA,0.504419775
OTAU013756-RA,0.504396908
OTAU015555-RA,0.504373598
OTAU005554-RA,0.504523743
OTAU012442-RA,0.504840486
OTAU002201-RA,0.505014927
OTAU012607-RA,0.505150151
OTAU014703-RA,0.505229018
OTAU004321-RA,0.505386055
OTAU015431-RA,0.505557834
OTAU002939-RA,0.505788129
OTAU003875-RA,0.505750348
OTAU005097-RA,0.50593475
OTAU010056-RA,0.50588231
OTAU014913-RA,0.506150881
OTAU002980-RA,0.506267824
OTAU011275-RA,0.506237929
OTAU003700-RA,0.506330794
OTAU013192-RA,0.506405522
OTAU003233-RA,0.506835685
OTAU011963-RA,0.507008093
OTAU012287-RA,0.507046583
OTAU001204-RA,0.507641609
OTAU001838-RA,0.507643549
OTAU001872-RA,0.507552228
OTAU004873-RA,0.507476518
OTAU005728-RA,0.507656445
OTAU014493-RA,0.507371378
OTAU016158-RA,0.507536872
OTAU003585-RA,0.507725926
OTAU004041-RA,0.507857782
OTAU014352-RA,0.507878253
OTAU002743-RA,0.508172788
OTAU013274-RA,0.50824882
OTAU007761-RA,0.50832492
OTAU002106-RA,0.508423786
OTAU004593-RA,0.508454452
OTAU011599-RA,0.508512877
OTAU000493-RA,0.508628706
OTAU006078-RA,0.508593923
OTAU000960-RA,0.508742529
OTAU000739-RA,0.508910787
OTAU011471-RA,0.508902113
OTAU006868-RA,0.509018497
OTAU002185-RA,0.509090877
OTAU002329-RA,0.509713269
OTAU006408-RA,0.509683074
OTAU001888-RA,0.50978371
OTAU001369-RA,0.509937105
OTAU004887-RA,0.510049655
OTAU006258-RA,0.510035154
OTAU004078-RA,0.510106273
OTAU010203-RA,0.510457258
OTAU012751-RA,0.510376946
OTAU012827-RA,0.510251298
OTAU013187-RA,0.510413553
OTAU014161-RA,0.510499607
OTAU015662-RA,0.510477972
OTAU000931-RA,0.510592761
OTAU007416-RA,0.510691416
OTAU009366-RA,0.510660437
OTAU001483-RA,0.511164662
OTAU002631-RA,0.511111498
OTAU004466-RA,0.510911847
OTAU004979-RA,0.51085377
OTAU006042-RA,0.511501534
OTAU006132-RA,0.511638844
OTAU006747-RA,0.510920799
OTAU007036-RA,0.511705005
OTAU007357-RA,0.511444224
OTAU008576-RA,0.511115639
OTAU010899-RA,0.511068692
OTAU010913-RA,0.511274427
OTAU011251-RA,0.511376266
OTAU011526-RA,0.511599269
OTAU012862-RA,0.51170953
OTAU015076-RA,0.511443879
OTAU016533-RA,0.510936985
OTAU016798-RA,0.511659718
OTAU008014-RA,0.511765997
OTAU001162-RA,0.512054123
OTAU001201-RA,0.512179145
OTAU002158-RA,0.511968107
OTAU003591-RA,0.512212153
OTAU005621-RA,0.511912244
OTAU008431-RA,0.512006991
OTAU014514-RA,0.512207841
OTAU011865-RA,0.512347517
OTAU001950-RA,0.512417397
OTAU008188-RA,0.512558566
OTAU015496-RA,0.512565197
OTAU008758-RA,0.512637732
OTAU013189-RA,0.512694527
OTAU005917-RA,0.512802144
OTAU004749-RA,0.51288132
OTAU000097-RA,0.512953783
OTAU002056-RA,0.513138888
OTAU003922-RA,0.513107733
OTAU008977-RA,0.513105881
OTAU009738-RA,0.513475501
OTAU001614-RA,0.513645416
OTAU004966-RA,0.513665234
OTAU015030-RA,0.513679934
OTAU006770-RA,0.51406495
OTAU010199-RA,0.514045521
OTAU013886-RA,0.51398745
OTAU015224-RA,0.514059302
OTAU005250-RA,0.514234265
OTAU014507-RA,0.514257441
OTAU013467-RA,0.514582898
OTAU000619-RA,0.51520788
OTAU001279-RA,0.515298733
OTAU002154-RA,0.514864038
OTAU003600-RA,0.51491926
OTAU003754-RA,0.515633697
OTAU003962-RA,0.515529323
OTAU005442-RA,0.515077154
OTAU006453-RA,0.515581368
OTAU008694-RA,0.515316115
OTAU010919-RA,0.515514891
OTAU013879-RA,0.515329644
OTAU013881-RA,0.515189056
OTAU014074-RA,0.51551075
OTAU017066-RA,0.515472769
OTAU017273-RA,0.515260565
OTAU007235-RA,0.515828031
OTAU010284-RA,0.515779699
OTAU017023-RA,0.515876603
OTAU016984-RA,0.515984394
OTAU001945-RA,0.516181846
OTAU003126-RA,0.51626963
OTAU008069-RA,0.516263689
OTAU009028-RA,0.516252265
OTAU014446-RA,0.516076931
OTAU006339-RA,0.5164907
OTAU007126-RA,0.516523025
OTAU017294-RA,0.51642216
OTAU017358-RA,0.516564652
OTAU012824-RA,0.516720883
OTAU008934-RA,0.516817318
OTAU001192-RA,0.517028998
OTAU005752-RA,0.517232478
OTAU006944-RA,0.517186135
OTAU011125-RA,0.51723697
OTAU005485-RA,0.517294603
OTAU002767-RA,0.517415567
OTAU003655-RA,0.517412731
OTAU006698-RA,0.517679249
OTAU010519-RA,0.517888362
OTAU011325-RA,0.517945596
OTAU011733-RA,0.517997584
OTAU012466-RA,0.517995504
OTAU016061-RA,0.517725514
OTAU016509-RA,0.517852146
OTAU003778-RA,0.518232477
OTAU004402-RA,0.518295466
OTAU005512-RA,0.518261499
OTAU013011-RA,0.518156072
OTAU002594-RA,0.518419032
OTAU006375-RA,0.518411098
OTAU003767-RA,0.518510896
OTAU002192-RA,0.518819933
OTAU002326-RA,0.518824409
OTAU002374-RA,0.518608683
OTAU003756-RA,0.518988082
OTAU006799-RA,0.518977724
OTAU010633-RA,0.518811424
OTAU010729-RA,0.518717933
OTAU013557-RA,0.518911945
OTAU013546-RA,0.519179622
OTAU016643-RA,0.519285487
OTAU011451-RA,0.519706224
OTAU015682-RA,0.519659011
OTAU016942-RA,0.519646904
OTAU000436-RA,0.520027187
OTAU012557-RA,0.520017484
OTAU003459-RA,0.520174235
OTAU005010-RA,0.520343908
OTAU008399-RA,0.520457164
OTAU008857-RA,0.520410137
OTAU009495-RA,0.520413552
OTAU012581-RA,0.520478735
OTAU015554-RA,0.52038729
OTAU016264-RA,0.520437669
OTAU000064-RA,0.520990898
OTAU001243-RA,0.520857603
OTAU002714-RA,0.520859202
OTAU003874-RA,0.520916637
OTAU012186-RA,0.520737804
OTAU014725-RA,0.520946776
OTAU016005-RA,0.520573014
OTAU016352-RA,0.521003898
OTAU016961-RA,0.521013226
OTAU000818-RA,0.521360873
OTAU003107-RA,0.521526689
OTAU003946-RA,0.521496752
OTAU004484-RA,0.521476085
OTAU010620-RA,0.521352578
OTAU011241-RA,0.521235906
OTAU011846-RA,0.521467067
OTAU014443-RA,0.521580529
OTAU015661-RA,0.521475216
OTAU000672-RA,0.521956612
OTAU002520-RA,0.521900596
OTAU002937-RA,0.521936083
OTAU003062-RA,0.522012678
OTAU006975-RA,0.521980601
OTAU010898-RA,0.521789957
OTAU006305-RA,0.522155341
OTAU009027-RA,0.522403209
OTAU010353-RA,0.522360353
OTAU015849-RA,0.522419097
OTAU001348-RA,0.522543108
OTAU003348-RA,0.52259386
OTAU007473-RA,0.52251981
OTAU017012-RA,0.522714891
OTAU010252-RA,0.52283492
OTAU003863-RA,0.523103992
OTAU008232-RA,0.523141738
OTAU010249-RA,0.522989413
OTAU011398-RA,0.523110941
OTAU013499-RA,0.523048719
OTAU010218-RA,0.52321256
OTAU010658-RA,0.523274771
OTAU008896-RA,0.523478011
OTAU001999-RA,0.523595494
OTAU010785-RA,0.523548751
OTAU000497-RA,0.523736769
OTAU017141-RA,0.523720278
OTAU011833-RA,0.523877846
OTAU005703-RA,0.524004813
OTAU002098-RA,0.524180645
OTAU002953-RA,0.524341683
OTAU011690-RA,0.524479951
OTAU007671-RA,0.524618143
OTAU009963-RA,0.52463453
OTAU004029-RA,0.524692219
OTAU003752-RA,0.524911102
OTAU012890-RA,0.52482793
OTAU014450-RA,0.524909779
OTAU000068-RA,0.525549621
OTAU000195-RA,0.526635703
OTAU000197-RA,0.526483423
OTAU000322-RA,0.525946663
OTAU001431-RA,0.52620543
OTAU002323-RA,0.525845394
OTAU002440-RA,0.52576737
OTAU002459-RA,0.525508309
OTAU004201-RA,0.526226054
OTAU005138-RA,0.525917395
OTAU005298-RA,0.526720024
OTAU005781-RA,0.526887818
OTAU006352-RA,0.526642484
OTAU006481-RA,0.526180234
OTAU007285-RA,0.526793861
OTAU007317-RA,0.525941404
OTAU007923-RA,0.526646867
OTAU008995-RA,0.525771151
OTAU009736-RA,0.526570376
OTAU011196-RA,0.526621642
OTAU011417-RA,0.525522136
OTAU011769-RA,0.526182202
OTAU012152-RA,0.526354433
OTAU012494-RA,0.526172355
OTAU012997-RA,0.526918986
OTAU013126-RA,0.526405857
OTAU014925-RA,0.526632472
OTAU015288-RA,0.526355511
OTAU016457-RA,0.526855629
OTAU007458-RA,0.527156123
OTAU009703-RA,0.527183627
OTAU013315-RA,0.527194082
OTAU000567-RA,0.52728871
OTAU013659-RA,0.527332997
OTAU000344-RA,0.527747042
OTAU007705-RA,0.527661377
OTAU011139-RA,0.527575253
OTAU012746-RA,0.527614545
OTAU014217-RA,0.527722171
OTAU007324-RA,0.52790003
OTAU013031-RA,0.527877383
OTAU002191-RA,0.528261463
OTAU002246-RA,0.528107299
OTAU006030-RA,0.52806584
OTAU008465-RA,0.528224201
OTAU013236-RA,0.528270872
OTAU015898-RA,0.52806133
OTAU011778-RA,0.528332562
OTAU000011-RA,0.528472315
OTAU007930-RA,0.528431493
OTAU000469-RA,0.528744845
OTAU003493-RA,0.528679419
OTAU005920-RA,0.528948549
OTAU008009-RA,0.52885084
OTAU008623-RA,0.52900923
OTAU009271-RA,0.528622024
OTAU009574-RA,0.528684007
OTAU014457-RA,0.529010824
OTAU016586-RA,0.528768399
OTAU017142-RA,0.529034132
OTAU013894-RA,0.529181297
OTAU004119-RA,0.529388399
OTAU016502-RA,0.529367631
OTAU016821-RA,0.529620811
OTAU005782-RA,0.529760803
OTAU015679-RA,0.529933053
OTAU004220-RA,0.53007581
OTAU006211-RA,0.530147903
OTAU015191-RA,0.530248973
OTAU008653-RA,0.530347777
OTAU009079-RA,0.530361501
OTAU008982-RA,0.530436372
OTAU011238-RA,0.530628363
OTAU012351-RA,0.531026175
OTAU005537-RA,0.531137277
OTAU009147-RA,0.531143564
OTAU008557-RA,0.531524613
OTAU001528-RA,0.531970652
OTAU001703-RA,0.531930892
OTAU006257-RA,0.531678299
OTAU008846-RA,0.531942189
OTAU009801-RA,0.531881246
OTAU012750-RA,0.531832506
OTAU013739-RA,0.531998159
OTAU006183-RA,0.532114648
OTAU009598-RA,0.532118403
OTAU007321-RA,0.532188185
OTAU001392-RA,0.532328778
OTAU005285-RA,0.532272998
OTAU003840-RA,0.532426477
OTAU012018-RA,0.532532667
OTAU015544-RA,0.532711585
OTAU014027-RA,0.532788075
OTAU011980-RA,0.532874089
OTAU005882-RA,0.533038653
OTAU014839-RA,0.533005491
OTAU002214-RA,0.533302511
OTAU004933-RA,0.533315638
OTAU010718-RA,0.533232457
OTAU015342-RA,0.533465579
OTAU013637-RA,0.533643298
OTAU016020-RA,0.533613492
OTAU001554-RA,0.533740808
OTAU002304-RA,0.533974168
OTAU003100-RA,0.534031734
OTAU003686-RA,0.534038426
OTAU007119-RA,0.533901626
OTAU010105-RA,0.534037149
OTAU016830-RA,0.53404146
OTAU016420-RA,0.534171384
OTAU005687-RA,0.534323737
OTAU013614-RA,0.534285941
OTAU016042-RA,0.534439536
OTAU016200-RA,0.534546057
OTAU006930-RA,0.534781623
OTAU015809-RA,0.534943309
OTAU002204-RA,0.535166049
OTAU004509-RA,0.535310771
OTAU004097-RA,0.535378975
OTAU001421-RA,0.535665707
OTAU002579-RA,0.535473661
OTAU005258-RA,0.535508552
OTAU007186-RA,0.535618701
OTAU012248-RA,0.535658085
OTAU005714-RA,0.535906897
OTAU010383-RA,0.535825829
OTAU011266-RA,0.535912331
OTAU016867-RA,0.535915995
OTAU000399-RA,0.536264968
OTAU001224-RA,0.536144574
OTAU001387-RA,0.536163842
OTAU003393-RA,0.536244512
OTAU010045-RA,0.536093631
OTAU008676-RA,0.536360953
OTAU010296-RA,0.536431254
OTAU016813-RA,0.53664443
OTAU010513-RA,0.53676463
OTAU011787-RA,0.536817181
OTAU015653-RA,0.536794526
OTAU006324-RA,0.53700492
OTAU015938-RA,0.537043362
OTAU010151-RA,0.537188677
OTAU012978-RA,0.537163257
OTAU000759-RA,0.53736208
OTAU002819-RA,0.537601349
OTAU007484-RA,0.537556209
OTAU013208-RA,0.537589948
OTAU001033-RA,0.538025511
OTAU004126-RA,0.537885603
OTAU006540-RA,0.537760437
OTAU012257-RA,0.538031072
OTAU013285-RA,0.537836923
OTAU015168-RA,0.537978213
OTAU002425-RA,0.538202571
OTAU007213-RA,0.538209417
OTAU011962-RA,0.53824936
OTAU000542-RA,0.539476256
OTAU001632-RA,0.539104423
OTAU002090-RA,0.538948659
OTAU002593-RA,0.539061771
OTAU003155-RA,0.538934569
OTAU003958-RA,0.53911045
OTAU004694-RA,0.539853772
OTAU005386-RA,0.539783793
OTAU006014-RA,0.539488793
OTAU006693-RA,0.53972448
OTAU006859-RA,0.539238454
OTAU007013-RA,0.538805013
OTAU009254-RA,0.538893905
OTAU009562-RA,0.539251905
OTAU009600-RA,0.538494617
OTAU010694-RA,0.539679466
OTAU011055-RA,0.539788441
OTAU011583-RA,0.53919979
OTAU012261-RA,0.539067876
OTAU012729-RA,0.539462068
OTAU013251-RA,0.538496585
OTAU013785-RA,0.539355607
OTAU013910-RA,0.539535231
OTAU013973-RA,0.539885057
OTAU014868-RA,0.539667145
OTAU015258-RA,0.538482397
OTAU015971-RA,0.5395892
OTAU016129-RA,0.539233859
OTAU016465-RA,0.539203874
OTAU008377-RA,0.540094502
OTAU011708-RA,0.540110877
OTAU005281-RA,0.540277018
OTAU010431-RA,0.54026458
OTAU015988-RA,0.540307608
OTAU012048-RA,0.540364402
OTAU002060-RA,0.540554161
OTAU010632-RA,0.540732768
OTAU014583-RA,0.540677676
OTAU015997-RA,0.540664809
OTAU016388-RA,0.540920259
OTAU011044-RA,0.541057235
OTAU014114-RA,0.541163241
OTAU015769-RA,0.541229777
OTAU001163-RA,0.541809235
OTAU002467-RA,0.541902984
OTAU004497-RA,0.541622675
OTAU005493-RA,0.54170163
OTAU005692-RA,0.541521293
OTAU005808-RA,0.541800792
OTAU007683-RA,0.541881499
OTAU007951-RA,0.541699631
OTAU010574-RA,0.541940555
OTAU011773-RA,0.541977377
OTAU011843-RA,0.541451866
OTAU013194-RA,0.541934862
OTAU013340-RA,0.541395641
OTAU000334-RA,0.542235629
OTAU007751-RA,0.542313703
OTAU017317-RA,0.542297082
OTAU007780-RA,0.542476153
OTAU017212-RA,0.542516448
OTAU008011-RA,0.542645437
OTAU001235-RA,0.54286604
OTAU007476-RA,0.542808204
OTAU012659-RA,0.542912291
OTAU012059-RA,0.543227553
OTAU013472-RA,0.543358445
OTAU014340-RA,0.543389315
OTAU012813-RA,0.543614003
OTAU015675-RA,0.543586167
OTAU001396-RA,0.543921338
OTAU002768-RA,0.543819241
OTAU008625-RA,0.543938002
OTAU008697-RA,0.543780579
OTAU012570-RA,0.543849922
OTAU003283-RA,0.544006668
OTAU000049-RA,0.544502577
OTAU005593-RA,0.544500647
OTAU013644-RA,0.544377978
OTAU015460-RA,0.544503808
OTAU015573-RA,0.544176105
OTAU015768-RA,0.544489799
OTAU016621-RA,0.544470325
OTAU002929-RA,0.544686277
OTAU004619-RA,0.545115795
OTAU007708-RA,0.544657851
OTAU008247-RA,0.544798318
OTAU008624-RA,0.544902435
OTAU011017-RA,0.545122273
OTAU013018-RA,0.545080492
OTAU015461-RA,0.545029214
OTAU015840-RA,0.544846731
OTAU016416-RA,0.544810691
OTAU007140-RA,0.545216106
OTAU008459-RA,0.545237559
OTAU007680-RA,0.545368229
OTAU007998-RA,0.545508704
OTAU009329-RA,0.545472879
OTAU010172-RA,0.545487701
OTAU007800-RA,0.545805448
OTAU003343-RA,0.546033416
OTAU014825-RA,0.546163375
OTAU000087-RA,0.548167156
OTAU000129-RA,0.54733454
OTAU000943-RA,0.547424798
OTAU001045-RA,0.548581772
OTAU001442-RA,0.546780738
OTAU002054-RA,0.548353669
OTAU002673-RA,0.547965007
OTAU002722-RA,0.549566301
OTAU002826-RA,0.549661036
OTAU002884-RA,0.54863762
OTAU002920-RA,0.548727809
OTAU003325-RA,0.546461847
OTAU003516-RA,0.54642196
OTAU003824-RA,0.547347085
OTAU003969-RA,0.547832169
OTAU004057-RA,0.549462138
OTAU004403-RA,0.546776244
OTAU004840-RA,0.547759676
OTAU004949-RA,0.548715349
OTAU005809-RA,0.547241027
OTAU006804-RA,0.549598089
OTAU006948-RA,0.549604486
OTAU007314-RA,0.54849741
OTAU007325-RA,0.547628393
OTAU007464-RA,0.548517635
OTAU007604-RA,0.548341796
OTAU007898-RA,0.548955769
OTAU008208-RA,0.548683965
OTAU008306-RA,0.548366155
OTAU008362-RA,0.549092444
OTAU008383-RA,0.548388623
OTAU008406-RA,0.549729678
OTAU008737-RA,0.549667648
OTAU008748-RA,0.546577344
OTAU009380-RA,0.547884246
OTAU009996-RA,0.549783057
OTAU010134-RA,0.549214604
OTAU010698-RA,0.546467906
OTAU011019-RA,0.547618061
OTAU011054-RA,0.549180837
OTAU011814-RA,0.547328487
OTAU011925-RA,0.548443212
OTAU012082-RA,0.549432003
OTAU012512-RA,0.549674542
OTAU012620-RA,0.549183094
OTAU012972-RA,0.547129737
OTAU013182-RA,0.548523806
OTAU013195-RA,0.548353346
OTAU013377-RA,0.547237728
OTAU013470-RA,0.546899693
OTAU013529-RA,0.548535175
OTAU013541-RA,0.549398639
OTAU013752-RA,0.546672596
OTAU014006-RA,0.548984974
OTAU014386-RA,0.549574432
OTAU014422-RA,0.548152169
OTAU014508-RA,0.548321521
OTAU015104-RA,0.548546246
OTAU015196-RA,0.547454874
OTAU015765-RA,0.548825651
OTAU016216-RA,0.547747799
OTAU016909-RA,0.546974284
OTAU017157-RA,0.547488136
OTAU000170-RA,0.55022818
OTAU000691-RA,0.550079111
OTAU001688-RA,0.550103091
OTAU005460-RA,0.550126751
OTAU009003-RA,0.550191958
OTAU011860-RA,0.550050966
OTAU013875-RA,0.550133601
OTAU003350-RA,0.550434352
OTAU007885-RA,0.550429935
OTAU002290-RA,0.550819925
OTAU002595-RA,0.551036396
OTAU004855-RA,0.550994974
OTAU007344-RA,0.550888184
OTAU007904-RA,0.550926987
OTAU008500-RA,0.550668935
OTAU010397-RA,0.550815716
OTAU015669-RA,0.550702599
OTAU002042-RA,0.55123706
OTAU006112-RA,0.55118487
OTAU002801-RA,0.551594772
OTAU007343-RA,0.551586082
OTAU010869-RA,0.55157964
OTAU012371-RA,0.551444431
OTAU013268-RA,0.551467655
OTAU005708-RA,0.551902351
OTAU007359-RA,0.551935864
OTAU009083-RA,0.551982847
OTAU009129-RA,0.552000879
OTAU012052-RA,0.551972697
OTAU012966-RA,0.551721348
OTAU006987-RA,0.552148581
OTAU013744-RA,0.552124607
OTAU000870-RA,0.552492397
OTAU001145-RA,0.553137931
OTAU002068-RA,0.553428401
OTAU002125-RA,0.553397519
OTAU002649-RA,0.553116593
OTAU003781-RA,0.552419443
OTAU003933-RA,0.553382443
OTAU005667-RA,0.552840865
OTAU006653-RA,0.553172044
OTAU006845-RA,0.552958626
OTAU007602-RA,0.553159796
OTAU007807-RA,0.552447999
OTAU008547-RA,0.552527553
OTAU009080-RA,0.553436475
OTAU013608-RA,0.552608764
OTAU014256-RA,0.552641081
OTAU014373-RA,0.553225663
OTAU014613-RA,0.55273448
OTAU014643-RA,0.553353451
OTAU014682-RA,0.552817717
OTAU015533-RA,0.553300216
OTAU016662-RA,0.552542425
OTAU008067-RA,0.553613181
OTAU012461-RA,0.553577291
OTAU010463-RA,0.553693023
OTAU002618-RA,0.553835401
OTAU002308-RA,0.554009556
OTAU003621-RA,0.554004033
OTAU007523-RA,0.554104766
OTAU014736-RA,0.554212007
OTAU002279-RA,0.554359685
OTAU016321-RA,0.554380533
OTAU013920-RA,0.554589407
OTAU010366-RA,0.554730351
OTAU015442-RA,0.554833186
OTAU000425-RA,0.555050335
OTAU005616-RA,0.555005739
OTAU014523-RA,0.555095142
OTAU007574-RA,0.555220287
OTAU003418-RA,0.555429619
OTAU010267-RA,0.555521302
OTAU012609-RA,0.555649398
OTAU009518-RA,0.555901645
OTAU016395-RA,0.555817967
OTAU016519-RA,0.555862603
OTAU017446-RA,0.555778588
OTAU014691-RA,0.55605533
OTAU016034-RA,0.556055317
OTAU016274-RA,0.556081916
OTAU000979-RA,0.556838656
OTAU002096-RA,0.556242412
OTAU003143-RA,0.556315533
OTAU003216-RA,0.556714335
OTAU003378-RA,0.556546252
OTAU004561-RA,0.556955241
OTAU005755-RA,0.556959303
OTAU009644-RA,0.556727915
OTAU009930-RA,0.556989875
OTAU009987-RA,0.556564554
OTAU011243-RA,0.556583109
OTAU012364-RA,0.556735429
OTAU013535-RA,0.556996659
OTAU014491-RA,0.556356414
OTAU015928-RA,0.556377816
OTAU012268-RA,0.557106871
OTAU003437-RA,0.557192033
OTAU016515-RA,0.55726888
OTAU004715-RA,0.557385575
OTAU016442-RA,0.557382485
OTAU000276-RA,0.557596627
OTAU001765-RA,0.557741679
OTAU002035-RA,0.557512049
OTAU007188-RA,0.557692294
OTAU011628-RA,0.557694344
OTAU017373-RA,0.557605249
OTAU012187-RA,0.557891773
OTAU000249-RA,0.558029097
OTAU003558-RA,0.557990049
OTAU015312-RA,0.558101009
OTAU007075-RA,0.558260804
OTAU005702-RA,0.558469555
OTAU000572-RA,0.558662354
OTAU002896-RA,0.558740576
OTAU010224-RA,0.55872997
OTAU010564-RA,0.558624071
OTAU003899-RA,0.558917684
OTAU003947-RA,0.558974517
OTAU007333-RA,0.559027012
OTAU013471-RA,0.558967082
OTAU000316-RA,0.559124296
OTAU006485-RA,0.559177101
OTAU006809-RA,0.559333526
OTAU000757-RA,0.559533218
OTAU001562-RA,0.55959542
OTAU008449-RA,0.559680698
OTAU010662-RA,0.559774875
OTAU000679-RA,0.560088174
OTAU006125-RA,0.560055026
OTAU008839-RA,0.560042848
OTAU015290-RA,0.560085772
OTAU004674-RA,0.560174199
OTAU012538-RA,0.56028811
OTAU014248-RA,0.560293089
OTAU002344-RA,0.560362142
OTAU007812-RA,0.560461927
OTAU003643-RA,0.560560383
OTAU000153-RA,0.560735428
OTAU013034-RA,0.56070607
OTAU016247-RA,0.560625102
OTAU012490-RA,0.560827106
OTAU005092-RA,0.560939638
OTAU007209-RA,0.560990454
OTAU001368-RA,0.561093061
OTAU001559-RA,0.561343797
OTAU004017-RA,0.561221574
OTAU005531-RA,0.561489861
OTAU006551-RA,0.561563143
OTAU006874-RA,0.56155652
OTAU008106-RA,0.561238962
OTAU013620-RA,0.561550056
OTAU015872-RA,0.561385129
OTAU016130-RA,0.561584409
OTAU011627-RA,0.561699932
OTAU009555-RA,0.56176084
OTAU006641-RA,0.5618428
OTAU000083-RA,0.562197434
OTAU000755-RA,0.562552883
OTAU000912-RA,0.562129407
OTAU000916-RA,0.563318059
OTAU001337-RA,0.563310121
OTAU001822-RA,0.562488679
OTAU002422-RA,0.562942501
OTAU003018-RA,0.563465027
OTAU003190-RA,0.563077602
OTAU003239-RA,0.563538154
OTAU003883-RA,0.562097927
OTAU005024-RA,0.562876378
OTAU005696-RA,0.563288926
OTAU005960-RA,0.562674173
OTAU007094-RA,0.562534348
OTAU007368-RA,0.56279529
OTAU008338-RA,0.562501536
OTAU008599-RA,0.563454303
OTAU010544-RA,0.563127791
OTAU011076-RA,0.563245157
OTAU011780-RA,0.563293661
OTAU012172-RA,0.563659512
OTAU012814-RA,0.562285325
OTAU013459-RA,0.56363246
OTAU014051-RA,0.561974992
OTAU015244-RA,0.56296724
OTAU015341-RA,0.562927324
OTAU015789-RA,0.562513131
OTAU015841-RA,0.563584325
OTAU016199-RA,0.562496328
OTAU016900-RA,0.563581881
OTAU005093-RA,0.563778988
OTAU014367-RA,0.563831427
OTAU013957-RA,0.564022015
OTAU000654-RA,0.564345786
OTAU003359-RA,0.564253566
OTAU007723-RA,0.564412376
OTAU009508-RA,0.564522437
OTAU012783-RA,0.564423478
OTAU014110-RA,0.564256899
OTAU016790-RA,0.564503886
OTAU017067-RA,0.564395345
OTAU011048-RA,0.564695401
OTAU006688-RA,0.564764646
OTAU016108-RA,0.564961975
OTAU003507-RA,0.565222241
OTAU009827-RA,0.565167433
OTAU012608-RA,0.565199867
OTAU002931-RA,0.565382624
OTAU003747-RA,0.565556391
OTAU012575-RA,0.565439279
OTAU016106-RA,0.565609437
OTAU016136-RA,0.565506441
OTAU002010-RA,0.565745192
OTAU002429-RA,0.565853905
OTAU007320-RA,0.565788074
OTAU009466-RA,0.56574338
OTAU009913-RA,0.5658937
OTAU003294-RA,0.566213685
OTAU004832-RA,0.566289168
OTAU006005-RA,0.566167414
OTAU008922-RA,0.566267264
OTAU003811-RA,0.566912007
OTAU004560-RA,0.567101932
OTAU005323-RA,0.566989746
OTAU005944-RA,0.567317898
OTAU008265-RA,0.567356637
OTAU011022-RA,0.567249017
OTAU011819-RA,0.567107244
OTAU012646-RA,0.567328828
OTAU013064-RA,0.566626291
OTAU013647-RA,0.566970406
OTAU015497-RA,0.567051317
OTAU015538-RA,0.567231844
OTAU015705-RA,0.566997686
OTAU016475-RA,0.566668855
OTAU017211-RA,0.566744277
OTAU001073-RA,0.567487868
OTAU007072-RA,0.567601074
OTAU016584-RA,0.567713356
OTAU000016-RA,0.568512256
OTAU000099-RA,0.568067586
OTAU005394-RA,0.568439003
OTAU005647-RA,0.568515166
OTAU006159-RA,0.568098902
OTAU007423-RA,0.568374256
OTAU008005-RA,0.56817957
OTAU008162-RA,0.568185831
OTAU010613-RA,0.568461453
OTAU015164-RA,0.568310992
OTAU015513-RA,0.56841315
OTAU007978-RA,0.568594088
OTAU002465-RA,0.568730733
OTAU003951-RA,0.568718516
OTAU000385-RA,0.568924948
OTAU002686-RA,0.569002131
OTAU006386-RA,0.56886029
OTAU007592-RA,0.568930074
OTAU013367-RA,0.569030112
OTAU000340-RA,0.569357885
OTAU000910-RA,0.569319247
OTAU008891-RA,0.569260886
OTAU014495-RA,0.569244939
OTAU002370-RA,0.569741246
OTAU006769-RA,0.569627961
OTAU009034-RA,0.569590789
OTAU009104-RA,0.569753201
OTAU009650-RA,0.569714462
OTAU011136-RA,0.570127794
OTAU011601-RA,0.57004801
OTAU011874-RA,0.570149157
OTAU000315-RA,0.570773289
OTAU000952-RA,0.571184672
OTAU002741-RA,0.571090663
OTAU003147-RA,0.571228102
OTAU004247-RA,0.570796319
